Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
The Conjuring 2,2016,R,2016-06-10,134 min,"Horror, Mystery, Thriller",James Wan,"Chad Hayes (screenplay by), Carey W. Hayes (screenplay by), James Wan (screenplay by), David Leslie Johnson-McGoldrick (screenplay by), Chad Hayes (story by), Carey W. Hayes (story by), James Wan (story by), Chad Hayes (based on characters created by), Carey W. Hayes (based on characters created by)","Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor",Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,English,"Canada, USA",4 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BZjU5OWVlN2EtODNlYy00MjhhLWI0MDUtMTA3MmQ5MGMwYTZmXkEyXkFqcGdeQXVyNjE5MTM4MzY@._V1_SX300.jpg,65,7.4,186432,tt3065204,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_conjuring_2_the_enfield_poltergeist/,2016-09-13,"$102,461,593",Warner Bros. Pictures,http://www.theconjuring2.com/,True,NA,Rotten Tomatoes,80%
The Social Network,2010,PG-13,2010-10-01,120 min,"Biography, Drama",David Fincher,"Aaron Sorkin (screenplay), Ben Mezrich (book)","Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons","Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.","English, French",USA,Won 3 Oscars. Another 165 wins & 168 nominations.,https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,95,7.7,559522,tt1285016,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the-social-network/,2011-01-11,"$96,400,000",Columbia Pictures,http://www.thesocialnetwork-movie.com/,True,NA,Rotten Tomatoes,95%
He's Just Not That Into You,2009,PG-13,2009-02-06,129 min,"Comedy, Drama, Romance",Ken Kwapis,"Abby Kohn, Marc Silverstein, Greg Behrendt (book), Liz Tuccillo (book)","Morgan Lily, Trenton Rogers, Michelle Carmichael, Jasmine Woods",This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,English,"Germany, USA",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_SX300.jpg,47,6.4,147807,tt1001508,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/hes_just_not_that_into_you/,2009-06-02,"$93,800,000",Warner Bros. Pictures/New Line Cinema,http://www.hesjustnotthatintoyoumovie.com/,True,NA,Rotten Tomatoes,40%
Scary Movie 4,2006,PG-13,2006-04-14,83 min,Comedy,David Zucker,"Craig Mazin (screenplay), Jim Abrahams (screenplay), Pat Proft (screenplay), Craig Mazin (story), Shawn Wayans (characters), Marlon Wayans (characters), Buddy Johnson (characters), Phil Beauman (characters), Jason Friedberg (characters), Aaron Seltzer (characters)","Anna Faris, Regina Hall, Craig Bierko, Bill Pullman","Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.","English, Japanese",USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZmFkMzc2NTctN2U1Ni00MzE5LWJmMzMtYWQ4NjQyY2MzYmM1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,40,5.1,105350,tt0362120,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/scary_movie_4/,2006-08-15,"$90,672,025",Weinstein Co.,http://www.scarymovie.com/,True,NA,Rotten Tomatoes,36%
Scream 3,2000,R,2000-02-04,116 min,"Horror, Mystery",Wes Craven,"Kevin Williamson (characters), Ehren Kruger","Liev Schreiber, Beth Toussaint, Roger Jackson, Kelly Rutherford","While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",English,USA,5 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMDljNmI1YzctNjJlZC00NzZlLWFlZTgtMDE4MjJiMDk0ZGY4XkEyXkFqcGdeQXVyMjg3MDQ0Mjk@._V1_SX300.jpg,56,5.6,112687,tt0134084,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/scream_3/,2000-07-04,N/A,Dimension Films,http://www.scream3.com,True,NA,Rotten Tomatoes,36%
Back to the Future Part III,1990,PG,1990-05-25,118 min,"Adventure, Comedy, Sci-Fi, Western",Robert Zemeckis,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)","Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson","Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford ""Mad Dog"" Tannen. Marty McFly travels back in time to save his friend.",English,USA,5 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,55,7.4,349529,tt0099088,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/back_to_the_future_3/,2002-12-17,N/A,Universal Pictures,http://www.backtothefuture.com/,True,NA,Rotten Tomatoes,74%
Get Hard,2015,R,2015-03-27,100 min,"Comedy, Crime",Etan Cohen,"Jay Martel (screenplay), Ian Roberts (screenplay), Etan Cohen (screenplay), Adam McKay (story), Jay Martel (story), Ian Roberts (story)","Will Ferrell, Kevin Hart, Craig T. Nelson, Alison Brie","When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_SX300.jpg,34,6,108652,tt2561572,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/get_hard/,2015-06-30,N/A,Warner Bros. Pictures,http://www.GetHardMovie.com,True,NA,Rotten Tomatoes,28%
Bram Stoker's Dracula,1992,R,1992-11-13,128 min,Horror,Francis Ford Coppola,"Bram Stoker (novel), James V. Hart (screenplay)","Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,"English, Romanian, Greek, Bulgarian, Latin",USA,Won 3 Oscars. Another 21 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@._V1_SX300.jpg,57,7.5,170728,tt0103874,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/bram_stokers_dracula/,1997-10-07,N/A,Columbia Pictures,N/A,True,NA,Rotten Tomatoes,72%
Julie & Julia,2009,PG-13,2009-08-07,118 min,"Biography, Drama, Romance",Nora Ephron,"Nora Ephron (screenplay), Julie Powell (book), Julia Child (book), Alex Prud'homme (book)","Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina",Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,"English, French",USA,Nominated for 1 Oscar. Another 24 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_SX300.jpg,66,7,94814,tt1135503,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/julie_and_julia/,2009-12-08,"$94,125,426",Sony/Columbia Pictures,http://julieandjulia.com/,True,NA,Rotten Tomatoes,76%
42,2013,PG-13,2013-04-12,128 min,"Biography, Drama, Sport",Brian Helgeland,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",English,USA,3 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,62,7.5,76402,tt0453562,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/42_2013/,2013-07-16,"$95,001,343",Warner Bros. Pictures,http://42movie.warnerbros.com/,True,NA,Rotten Tomatoes,80%
The Talented Mr. Ripley,1999,R,1999-12-25,139 min,"Crime, Drama, Thriller",Anthony Minghella,"Patricia Highsmith (novel), Anthony Minghella (screenplay)","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett","In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.","English, Italian",USA,Nominated for 5 Oscars. Another 10 wins & 75 nominations.,https://m.media-amazon.com/images/M/MV5BODA3NDhiZjYtYTk2NS00ZWYwLTljYTQtMjU0NzcyMGEzNTU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,76,7.4,158187,tt0134119,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/talented_mr_ripley/,2000-06-27,N/A,Paramount Pictures,http://www.talentedmrripley.com,True,NA,Rotten Tomatoes,83%
Dumb and Dumber To,2014,PG-13,2014-11-14,109 min,"Adventure, Comedy","Bobby Farrelly, Peter Farrelly","Sean Anders, John Morris, Peter Farrelly, Bobby Farrelly, Bennett Yellin, Mike Cerrone, Bennett Yellin (based on characters created by), Peter Farrelly (based on characters created by), Bobby Farrelly (based on characters created by)","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden","20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.","English, Cantonese",USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxMzA0MzAyMF5BMl5BanBnXkFtZTgwMjMyNjcwMjE@._V1_SX300.jpg,36,5.6,115944,tt2096672,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/dumb_and_dumber_to/,2015-02-17,N/A,Universal Pictures,http://www.dumblr.com/,True,NA,Rotten Tomatoes,30%
Eight Below,2006,PG,2006-02-17,120 min,"Adventure, Drama, Family",Frank Marshall,"David DiGilio (screenplay), Toshirô Ishidô (film Nankyoku Monogatari), Koreyoshi Kurahara (film Nankyoku Monogatari), Tatsuo Nogami (film Nankyoku Monogatari), Susumu Saji (film Nankyoku Monogatari)","Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson",Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjExMjAwNzE0N15BMl5BanBnXkFtZTYwMDY4NDk2._V1_SX300.jpg,64,7.3,55582,tt0397313,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/eight_below/,2006-06-20,"$81,593,527",Buena Vista Pictures,http://www.8belowmovie.com,True,NA,Rotten Tomatoes,72%
The Intern,2015,PG-13,2015-09-25,121 min,"Comedy, Drama",Nancy Meyers,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",English,USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_SX300.jpg,51,7.1,187359,tt2361509,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_intern/,2016-01-19,"$60,886,513",Warner Bros. Pictures,http://www.theinternmovie.com/,True,NA,Rotten Tomatoes,59%
Ride Along 2,2016,PG-13,2016-01-15,102 min,"Action, Comedy",Tim Story,"Phil Hay, Matt Manfredi, Greg Coolidge (characters)","Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt","As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",English,USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTU4ODAzMzcxOV5BMl5BanBnXkFtZTgwODkxMDI1NjE@._V1_SX300.jpg,32,5.9,47289,tt2869728,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ride_along_2/,2016-04-26,N/A,Universal Pictures,http://www.ridealong.com/,True,NA,Rotten Tomatoes,13%
The Last of the Mohicans,1992,R,1992-09-25,112 min,"Action, Adventure, Drama, Romance, War",Michael Mann,"James Fenimore Cooper (novel), John L. Balderston (adaptation), Paul Perez (adaptation), Daniel Moore (adaptation), Philip Dunne, Michael Mann (screenplay), Christopher Crowe (screenplay)","Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"English, French, Mohawk",USA,Won 1 Oscar. Another 6 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,76,7.8,134058,tt0104691,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1040678-last_of_the_mohicans/,1999-11-23,N/A,Twentieth Century Fox Home Entertainment,N/A,True,NA,Rotten Tomatoes,95%
Ray,2004,PG-13,2004-10-29,152 min,"Biography, Drama, Music",Taylor Hackford,"Taylor Hackford (story), James L. White (story), James L. White (screenplay)","Jamie Foxx, Kerry Washington, Regina King, Clifton Powell","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",English,USA,Won 2 Oscars. Another 52 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_SX300.jpg,73,7.7,125793,tt0350258,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ray/,2005-02-01,"$75,000,000",Universal Pictures,http://www.raymovie.com/,True,NA,Rotten Tomatoes,80%
Sin City,2005,R,2005-04-01,124 min,"Crime, Thriller","Frank Miller, Robert Rodriguez, Quentin Tarantino",Frank Miller (graphic novels),"Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe","A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",English,USA,33 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,74,8,710436,tt0401792,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/sin_city/,2005-08-16,N/A,Dimension Films,http://www.sincitythemovie.com/,True,NA,Rotten Tomatoes,77%
Vantage Point,2008,PG-13,2008-02-22,90 min,"Action, Crime, Drama, Mystery, Thriller",Pete Travis,Barry L. Levy,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill",The attempted assassination of the American President is told and re-told from several different perspectives.,"English, Spanish",USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3MjQ5OTY4M15BMl5BanBnXkFtZTcwNjk1MDU1MQ@@._V1_SX300.jpg,40,6.6,137400,tt0443274,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/vantage_point/,2008-07-01,"$72,266,306",Sony Pictures Releasing,http://www.vantagepoint-movie.com/index.php,True,NA,Rotten Tomatoes,34%
"I Love You, Man",2009,R,2009-03-20,105 min,"Comedy, Romance",John Hamburg,"John Hamburg (screenplay), Larry Levin (screenplay), Larry Levin (story)","Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine","Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",English,USA,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg,70,7,183967,tt1155056,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/i_love_you_man/,2009-08-11,"$71,300,000",Dreamworks/Paramount,http://www.iloveyouman.com/,True,NA,Rotten Tomatoes,83%
Shallow Hal,2001,PG-13,2001-11-09,114 min,"Comedy, Drama, Fantasy, Romance","Bobby Farrelly, Peter Farrelly","Sean Moynihan, Peter Farrelly, Bobby Farrelly","Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli",A shallow man falls in love with a 300-pound woman because of her inner beauty.,English,"USA, Germany",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwMzY2NDE0NF5BMl5BanBnXkFtZTYwNjg2Njc2._V1_SX300.jpg,48,5.9,119942,tt0256380,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/shallow_hal/,2002-07-02,"$70,703,043",20th Century Fox,http://www.shallowhalmovie.com,True,NA,Rotten Tomatoes,50%
JFK,1991,R,1991-12-20,189 min,"Drama, History, Thriller",Oliver Stone,"Oliver Stone (screenplay), Zachary Sklar (screenplay), Jim Garrison (book), Jim Marrs (book)","Sally Kirkland, Anthony Ramirez, Ray LePere, Steve Reed",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,"English, Spanish","France, USA",Won 2 Oscars. Another 17 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,72,8,129192,tt0102138,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1037756-jfk/,1997-08-27,N/A,Warner Bros.,N/A,True,NA,Rotten Tomatoes,83%
Big Momma's House 2,2006,PG-13,2006-01-27,99 min,"Comedy, Crime",John Whitesell,"Don Rhymer, Darryl Quarles (characters)","Martin Lawrence, Nia Long, Emily Procter, Zachary Levi",An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZjZmYTQ3OTktODkzYy00YmQxLTgxMjEtY2ZkZDY4MDYzNDNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,34,4.7,36983,tt0421729,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1154157-big_mommas_house_2/,2006-05-09,"$70,121,252",20th Century Fox,http://www.bigmommashouse2.com/,True,NA,Rotten Tomatoes,6%
The Mexican,2001,R,2001-03-02,123 min,"Adventure, Comedy, Crime, Romance",Gore Verbinski,J.H. Wyman,"Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons","A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways.","English, Spanish","USA, Mexico",3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWIxZTExZjctZjA5ZC00NGQ2LTk4M2YtMWIyMGM2NzRlNWVkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,43,6.1,95990,tt0236493,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mexican/,2001-08-07,"$66,588,591",Dreamworks Distribution LLC,http://themexican.cannery.com,True,NA,Rotten Tomatoes,55%
Unbroken,2014,PG-13,2014-12-25,137 min,"Biography, Drama, Sport, War",Angelina Jolie,"Joel Coen (screenplay), Ethan Coen (screenplay), Richard LaGravenese (screenplay), William Nicholson (screenplay), Laura Hillenbrand (book)","Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.","English, Japanese, Italian",USA,Nominated for 3 Oscars. Another 14 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg,59,7.2,128163,tt1809398,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/unbroken_2014/,2015-03-24,"$70,500,647",Universal Pictures,http://www.unbrokenfilm.com/,True,NA,Rotten Tomatoes,51%
17 Again,2009,PG-13,2009-04-17,102 min,"Comedy, Drama, Fantasy",Burr Steers,Jason Filardi,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg,48,6.4,164686,tt0974661,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1201402-17_again/,2009-08-11,"$64,087,443",New Line Cinema,http://www.17againmovie.com/,True,NA,Rotten Tomatoes,56%
The Other Woman,2014,PG-13,2014-04-25,109 min,"Comedy, Romance",Nick Cassavetes,Melissa Stack,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0ODE4ODY1OF5BMl5BanBnXkFtZTgwMDA5NjkzMTE@._V1_SX300.jpg,39,6,120495,tt2203939,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_other_woman_2014/,2014-07-29,"$77,860,761",20th Century Fox,http://otherwomanmovie.com,True,NA,Rotten Tomatoes,25%
The Final Destination,2009,R,2009-08-28,82 min,"Horror, Thriller",David R. Ellis,"Eric Bress, Jeffrey Reddick (characters)","Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb","After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQyMzQ5NjI2MF5BMl5BanBnXkFtZTcwNDA5MjM2Mg@@._V1_SX300.jpg,30,5.2,87214,tt1144884,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/final_destination_final_death_trip_3D/,2010-01-05,"$66,436,248",Warner Bros. Pictures,http://www.thefinaldestinationmovie.com/,True,NA,Rotten Tomatoes,28%
